PZN;ENR;Bearbeitungsnummer;Referenzierte Erstmeldung;Meldungsart;Beginn;Ende;Datum der letzten Meldung;Art des Grundes;Arzneimittlbezeichnung;Atc Code;Wirkstoffe;Krankenhausrelevant;Zulassungsinhaber;Telefon;E-Mail;Grund;Anm. zum Grund;Alternativpräparat;Datum der Erstmeldung;Info an Fachkreise;Darreichungsform;klassifikation
00227784;2142220;LE2026001602;LE2025003979;Änderungsmeldung;01.11.2025;16.06.2026;28.04.2026;Sonstige;Nitrendipin AL 10;C08CA08;Nitrendipin;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;06.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
00227790;2142220;LE2026001602;LE2025003979;Änderungsmeldung;01.11.2025;16.06.2026;28.04.2026;Sonstige;Nitrendipin AL 10;C08CA08;Nitrendipin;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;06.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
00227809;2142220;LE2026001602;LE2025003979;Änderungsmeldung;01.11.2025;16.06.2026;28.04.2026;Sonstige;Nitrendipin AL 10;C08CA08;Nitrendipin;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;06.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
00227815;2142221;LE2026001601;LE2025003274;Änderungsmeldung;29.10.2025;16.06.2026;28.04.2026;Sonstige;Nitrendipin AL 20;C08CA08;Nitrendipin;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;17.09.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
00227821;2142221;LE2026001601;LE2025003274;Änderungsmeldung;29.10.2025;16.06.2026;28.04.2026;Sonstige;Nitrendipin AL 20;C08CA08;Nitrendipin;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;17.09.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
00227838;2142221;LE2026001601;LE2025003274;Änderungsmeldung;29.10.2025;16.06.2026;28.04.2026;Sonstige;Nitrendipin AL 20;C08CA08;Nitrendipin;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;17.09.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
08859213;2104582;LE2026001600;LE2026000729;Änderungsmeldung;25.02.2026;31.12.2026;28.04.2026;Sonstige;Propranolol AL 80;C07AA05;Propranololhydrochlorid;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;25.02.2026;Vorgesehen;Tablette;weder versrel noch verskri
03295007;2103121;LE2026001599;LE2024004020;Änderungsmeldung;31.10.2024;02.06.2026;28.04.2026;Sonstige;Oxazepam AL 10;N05BA04;Oxazepam;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;05.11.2024;Vorgesehen;Tablette;weder versrel noch verskri
03295013;2103121;LE2026001599;LE2024004020;Änderungsmeldung;31.10.2024;02.06.2026;28.04.2026;Sonstige;Oxazepam AL 10;N05BA04;Oxazepam;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;05.11.2024;Vorgesehen;Tablette;weder versrel noch verskri
19265238;7013247;LE2026001598;LE2026000742;Änderungsmeldung;26.02.2026;16.06.2026;28.04.2026;Sonstige;Nilotinib AL 50 mg Hartkapseln;L01EA03;Nilotinibhydrochlorid-Dihydrat;nein;ALIUD PHARMA GmbH;0733396510;info@aliud.de;Erhöhte Nachfrage;N/A;N/A;26.02.2026;Vorgesehen;Hartkapsel;verskri (auch versrel)
09882740;2132294;LE2026001596;LE2026001099;Änderungsmeldung;27.04.2026;21.05.2026;27.04.2026;Sonstige;Visipaque 320;V08AB09;Iodixanol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;Visipaque 320 - Einreichungsnummer: 2132294;23.03.2026;Vorgesehen;Injektionslösung;weder versrel noch verskri
00500530;3004003;LE2026001595;LE2026001097;Änderungsmeldung;17.03.2026;08.07.2026;27.04.2026;Sonstige;ACCUPAQUE 350;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
00500665;3004003;LE2026001595;LE2026001097;Änderungsmeldung;17.03.2026;08.07.2026;27.04.2026;Sonstige;ACCUPAQUE 350;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
09882510;3004003;LE2026001595;LE2026001097;Änderungsmeldung;17.03.2026;08.07.2026;27.04.2026;Sonstige;ACCUPAQUE 350;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
09882533;3004003;LE2026001595;LE2026001097;Änderungsmeldung;17.03.2026;08.07.2026;27.04.2026;Sonstige;ACCUPAQUE 350;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
09882556;3004003;LE2026001595;LE2026001097;Änderungsmeldung;17.03.2026;08.07.2026;27.04.2026;Sonstige;ACCUPAQUE 350;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
00748106;0608486;LE2026001594;N/A;Erstmeldung;27.04.2026;31.07.2026;27.04.2026;Produktionsproblem;Neosynephrin-POS 10%;S01FB01;Phenylephrinhydrochlorid;nein;URSAPHARM Arzneimittel GmbH;068059292188;christine.funk@ursapharm.de;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Augentropfen;versrel
06439464;2706913;LE2026001593;N/A;Erstmeldung;28.04.2026;11.05.2026;27.04.2026;Sonstige;Nivestim 48 Mio.E/0,5 ml Injektions-/Infusionslösung - OP(5x0,5ml);L03AA02;Filgrastim;nein;Pfizer Europe MA EEIG;N/A;medical.information@pfizer.com;Erhöhte Nachfrage;N/A;N/A;27.04.2026;Vorgesehen;Injektions-/Infusionslösung;versrel
03094007;2702539;LE2026001592;N/A;Erstmeldung;23.04.2026;31.05.2026;27.04.2026;Sonstige;VFEND 40 mg/ml Pulver zur Herstellung einer Suspension zum Einnehmen - OP6g(f.100ml);J02AC03;Voriconazol;ja;Pfizer Europe MA EEIG;+49 (0) 30 550055-51000;medical.information@pfizer.com;Erhöhte Nachfrage;nur Parallelimporte in dieser Darreichungsform verfügbar;VFEND 200 mg Filmtabletten - Einreichungsnummer: 2715979;27.04.2026;Nein;Pulver zur Herstellung einer Suspension zum Einnehmen;versrel
00278333;2160028;LE2026001591;N/A;Erstmeldung;02.04.2026;30.06.2026;27.04.2026;Produktionsproblem;SMOFlipid 200 mg/ml Emulsion zur Infusion;B05BA02;"Mittelkettige Triglyceride; Omega-3-Säuren-reiches Fischöl ((mit Angaben zur Zusammensetzung)); Raffiniertes Olivenöl; Raffiniertes Sojaöl (Ph.Eur.)";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Emulsion zur Infusion;weder versrel noch verskri
03731632;2160028;LE2026001591;N/A;Erstmeldung;02.04.2026;30.06.2026;27.04.2026;Produktionsproblem;SMOFlipid 200 mg/ml Emulsion zur Infusion;B05BA02;"Mittelkettige Triglyceride; Omega-3-Säuren-reiches Fischöl ((mit Angaben zur Zusammensetzung)); Raffiniertes Olivenöl; Raffiniertes Sojaöl (Ph.Eur.)";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Emulsion zur Infusion;weder versrel noch verskri
03731649;2160028;LE2026001591;N/A;Erstmeldung;02.04.2026;30.06.2026;27.04.2026;Produktionsproblem;SMOFlipid 200 mg/ml Emulsion zur Infusion;B05BA02;"Mittelkettige Triglyceride; Omega-3-Säuren-reiches Fischöl ((mit Angaben zur Zusammensetzung)); Raffiniertes Olivenöl; Raffiniertes Sojaöl (Ph.Eur.)";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Emulsion zur Infusion;weder versrel noch verskri
02765132;2102829;LE2026001590;N/A;Erstmeldung;22.04.2026;31.07.2026;27.04.2026;Produktionsproblem;Aminosteril N-Hepa 8%;B05BA01;"Acetylcystein; Alanin; Arginin; Essigsäure 99%; Glycin; Histidin; Isoleucin; Leucin; Lysinacetat; Methionin; Phenylalanin; Prolin; Serin; Threonin; Tryptophan; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Infusionslösung;weder versrel noch verskri
06977730;2113931;LE2026001589;N/A;Erstmeldung;22.04.2026;30.06.2026;27.04.2026;Produktionsproblem;Nephrotect;B05BA01;"Acetylcystein; Alanin; Arginin; Glycin; Histidin; Isoleucin; Leucin; Lysinacetat; Methionin; N-Glycyl-L-tyrosin-Dihydrat; Phenylalanin; Prolin; Serin; Threonin; Tryptophan; Tyrosin; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Infusionslösung;weder versrel noch verskri
06977747;2113931;LE2026001589;N/A;Erstmeldung;22.04.2026;30.06.2026;27.04.2026;Produktionsproblem;Nephrotect;B05BA01;"Acetylcystein; Alanin; Arginin; Glycin; Histidin; Isoleucin; Leucin; Lysinacetat; Methionin; N-Glycyl-L-tyrosin-Dihydrat; Phenylalanin; Prolin; Serin; Threonin; Tryptophan; Tyrosin; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Probleme bei der Endfreigabe;N/A;N/A;27.04.2026;Vorgesehen;Infusionslösung;weder versrel noch verskri
08452629;2130589;LE2026001588;LE2026000745;Änderungsmeldung;19.02.2026;30.06.2026;27.04.2026;Sonstige;Aminoven infant 10%;B05BA;"Acetylcystein; Alanin; Arginin; Glycin; Histidin; Isoleucin; L-Äpfelsäure; Leucin; Lysinacetat; Methionin; N-Acetyltyrosin (Ph.Eur.); Phenylalanin; Prolin; Serin; Taurin; Threonin; Tryptophan; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Erhöhte Nachfrage;N/A;N/A;26.02.2026;Ja;Infusionslösung;weder versrel noch verskri
10382161;2130589;LE2026001588;LE2026000745;Änderungsmeldung;19.02.2026;30.06.2026;27.04.2026;Sonstige;Aminoven infant 10%;B05BA;"Acetylcystein; Alanin; Arginin; Glycin; Histidin; Isoleucin; L-Äpfelsäure; Leucin; Lysinacetat; Methionin; N-Acetyltyrosin (Ph.Eur.); Phenylalanin; Prolin; Serin; Taurin; Threonin; Tryptophan; Valin";ja;Fresenius Kabi Deutschland GmbH;+49617268696715;tabea.ludwig@fresenius-kabi.com;Erhöhte Nachfrage;N/A;N/A;26.02.2026;Ja;Infusionslösung;weder versrel noch verskri
00659236;0908975;LE2026001587;N/A;Erstmeldung;27.04.2026;31.05.2026;27.04.2026;Produktionsproblem;Primidon Holsten;N03AA03;Primidon;nein;Holsten Pharma GmbH;N/A;s.ebadi@holstenpharma.de;Probleme in der Herstellung;N/A;Primidon Holsten - Einreichungsnummer: 0908975;27.04.2026;Vorgesehen;Tablette;verskri (auch versrel)
18896468;2675062;LE2026001586;N/A;Erstmeldung;01.05.2026;15.06.2026;27.04.2026;Sonstige;Amsparity;L04AB04;Adalimumab;nein;Pfizer Europe MA EEIG;+49 (0) 30 550055-51000;medical.information@pfizer.com;Sonstige;N/A;N/A;27.04.2026;Vorgesehen;Injektionslösung;versrel
04174725;2170563;LE2026001582;LE2025003659;Änderungsmeldung;15.10.2025;01.07.2026;27.04.2026;Sonstige;Seroquel Prolong 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Cheplapharm Arzneimittel GmbH;03834 451-0;RA-Seroquel@cheplapharm.com;Erhöhte Nachfrage;increased demandCompetitors stockout;N/A;20.10.2025;Nein;Retardtablette;weder versrel noch verskri
04174783;2170563;LE2026001582;LE2025003659;Änderungsmeldung;15.10.2025;01.07.2026;27.04.2026;Sonstige;Seroquel Prolong 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Cheplapharm Arzneimittel GmbH;03834 451-0;RA-Seroquel@cheplapharm.com;Erhöhte Nachfrage;increased demandCompetitors stockout;N/A;20.10.2025;Nein;Retardtablette;weder versrel noch verskri
16778983;2201997;LE2026001581;LE2025003556;Änderungsmeldung;09.10.2025;31.10.2026;27.04.2026;Produktionsproblem;Urapidil Bluefish 30 mg Hartkapseln, retardiert;C02CA06;Urapidil;nein;Bluefish Pharmaceuticals AB (publ);N/A;maria.riemer@tentaconsult.com;Probleme in der Herstellung;Beim Hersteller liegen limitierte Produktionskapazitäten vor. Nach unserem Kenntnisstand werden aktuell in Deutschland die Kunden mit Rabattverträgen bevorzugt beliefert. ;Ebrantil 30 mg - Einreichungsnummer: 2146749;09.10.2025;Nein;Hartkapsel, retardiert;versrel
16779008;2201997;LE2026001581;LE2025003556;Änderungsmeldung;09.10.2025;31.10.2026;27.04.2026;Produktionsproblem;Urapidil Bluefish 30 mg Hartkapseln, retardiert;C02CA06;Urapidil;nein;Bluefish Pharmaceuticals AB (publ);N/A;maria.riemer@tentaconsult.com;Probleme in der Herstellung;Beim Hersteller liegen limitierte Produktionskapazitäten vor. Nach unserem Kenntnisstand werden aktuell in Deutschland die Kunden mit Rabattverträgen bevorzugt beliefert. ;Ebrantil 30 mg - Einreichungsnummer: 2146749;09.10.2025;Nein;Hartkapsel, retardiert;versrel
16779066;2201999;LE2026001580;LE2025003557;Änderungsmeldung;09.10.2025;31.10.2026;27.04.2026;Produktionsproblem;Urapidil Bluefish 90 mg Hartkapseln, retardiert;C02CA06;Urapidil;nein;Bluefish Pharmaceuticals AB (publ);N/A;maria.riemer@tentaconsult.com;Probleme in der Herstellung;Beim Hersteller liegen limitierte Produktionskapazitäten vor. Nach unserem Kenntnisstand werden aktuell in Deutschland die Kunden mit Rabattverträgen bevorzugt beliefert. ;Ebrantil 90 mg - Einreichungsnummer: 2165933;09.10.2025;Nein;Hartkapsel, retardiert;versrel
16779072;2201999;LE2026001580;LE2025003557;Änderungsmeldung;09.10.2025;31.10.2026;27.04.2026;Produktionsproblem;Urapidil Bluefish 90 mg Hartkapseln, retardiert;C02CA06;Urapidil;nein;Bluefish Pharmaceuticals AB (publ);N/A;maria.riemer@tentaconsult.com;Probleme in der Herstellung;Beim Hersteller liegen limitierte Produktionskapazitäten vor. Nach unserem Kenntnisstand werden aktuell in Deutschland die Kunden mit Rabattverträgen bevorzugt beliefert. ;Ebrantil 90 mg - Einreichungsnummer: 2165933;09.10.2025;Nein;Hartkapsel, retardiert;versrel
03827266;0193128;LE2026001578;LE2026000703;Änderungsmeldung;23.02.2026;21.08.2026;25.04.2026;Sonstige;EMB-FATOL 100 mg;J04AK02;Ethambutoldihydrochlorid;nein;Esteve Pharmaceuticals GmbH;030338427413;mratzlaff@esteve.com;Erhöhte Nachfrage;higher sales previous months (Jan.`26 until now more than 3 times) . additionally delays due o high capacity utillization in bulk production;N/A;24.02.2026;Nein;Filmtablette;verskri (auch versrel)
03827272;0193128;LE2026001578;LE2026000703;Änderungsmeldung;23.02.2026;21.08.2026;25.04.2026;Sonstige;EMB-FATOL 100 mg;J04AK02;Ethambutoldihydrochlorid;nein;Esteve Pharmaceuticals GmbH;030338427413;mratzlaff@esteve.com;Erhöhte Nachfrage;higher sales previous months (Jan.`26 until now more than 3 times) . additionally delays due o high capacity utillization in bulk production;N/A;24.02.2026;Nein;Filmtablette;verskri (auch versrel)
00500369;3004002;LE2026001574;LE2026001098;Änderungsmeldung;20.03.2026;08.07.2026;24.04.2026;Sonstige;ACCUPAQUE 300;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
00500464;3004002;LE2026001574;LE2026001098;Änderungsmeldung;20.03.2026;08.07.2026;24.04.2026;Sonstige;ACCUPAQUE 300;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
09882450;3004002;LE2026001574;LE2026001098;Änderungsmeldung;20.03.2026;08.07.2026;24.04.2026;Sonstige;ACCUPAQUE 300;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
09882467;3004002;LE2026001574;LE2026001098;Änderungsmeldung;20.03.2026;08.07.2026;24.04.2026;Sonstige;ACCUPAQUE 300;V08AB02;Iohexol;nein;GE Healthcare Buchler GmbH & Co.KG;08996281404;RegulatoryAffairsDE@gehealthcare.com;Sonstige;N/A;ACCUPAQUE 350 - Einreichungsnummer: 3004003;23.03.2026;Vorgesehen;Injektionslösung oder Lösung zum Einnehmen;verskri (auch versrel)
16804143;2163020;LE2026001569;LE2025001314;Änderungsmeldung;14.04.2025;30.06.2026;24.04.2026;Sonstige;Sertralin TAD 50 mg Filmtabletten;N06AB06;Sertralinhydrochlorid;ja;TAD Pharma GmbH;N/A;thomas.morgenstern@tad.de;Sonstige;N/A;N/A;14.04.2025;Nein;Filmtablette;weder versrel noch verskri
16804172;2163020;LE2026001569;LE2025001314;Änderungsmeldung;14.04.2025;30.06.2026;24.04.2026;Sonstige;Sertralin TAD 50 mg Filmtabletten;N06AB06;Sertralinhydrochlorid;ja;TAD Pharma GmbH;N/A;thomas.morgenstern@tad.de;Sonstige;N/A;N/A;14.04.2025;Nein;Filmtablette;weder versrel noch verskri
16804189;2163020;LE2026001569;LE2025001314;Änderungsmeldung;14.04.2025;30.06.2026;24.04.2026;Sonstige;Sertralin TAD 50 mg Filmtabletten;N06AB06;Sertralinhydrochlorid;ja;TAD Pharma GmbH;N/A;thomas.morgenstern@tad.de;Sonstige;N/A;N/A;14.04.2025;Nein;Filmtablette;weder versrel noch verskri
16804195;2163021;LE2026001568;LE2025001316;Änderungsmeldung;14.04.2025;30.06.2026;24.04.2026;Sonstige;Sertralin TAD 100 mg Filmtabletten;N06AB06;Sertralinhydrochlorid;ja;TAD Pharma GmbH;N/A;thomas.morgenstern@tad.de;Sonstige;N/A;N/A;14.04.2025;Nein;Filmtablette;weder versrel noch verskri
16804226;2163021;LE2026001568;LE2025001316;Änderungsmeldung;14.04.2025;30.06.2026;24.04.2026;Sonstige;Sertralin TAD 100 mg Filmtabletten;N06AB06;Sertralinhydrochlorid;ja;TAD Pharma GmbH;N/A;thomas.morgenstern@tad.de;Sonstige;N/A;N/A;14.04.2025;Nein;Filmtablette;weder versrel noch verskri
16804232;2163021;LE2026001568;LE2025001316;Änderungsmeldung;14.04.2025;30.06.2026;24.04.2026;Sonstige;Sertralin TAD 100 mg Filmtabletten;N06AB06;Sertralinhydrochlorid;ja;TAD Pharma GmbH;N/A;thomas.morgenstern@tad.de;Sonstige;N/A;N/A;14.04.2025;Nein;Filmtablette;weder versrel noch verskri
00627414;0070615;LE2026001560;LE2025004146;Änderungsmeldung;24.11.2025;31.10.2026;24.04.2026;Produktionsproblem;Tardocillin 1200;J01CE08;Benzylpenicillin-Benzathin-Tetrahydrat (Ph.Eur.) ((mit Angaben zum Dispergier- oder Suspendiermittel));ja;INFECTOPHARM Arzneimittel und Consilium GmbH;+496252957000;shortages@infectopharm.com;Probleme in der Herstellung;N/A;Tardocillin 1200 - Einreichungsnummer: 0070615;24.11.2025;Nein;Injektionssuspension;verskri (auch versrel)
00627443;0070615;LE2026001560;LE2025004146;Änderungsmeldung;24.11.2025;31.10.2026;24.04.2026;Produktionsproblem;Tardocillin 1200;J01CE08;Benzylpenicillin-Benzathin-Tetrahydrat (Ph.Eur.) ((mit Angaben zum Dispergier- oder Suspendiermittel));ja;INFECTOPHARM Arzneimittel und Consilium GmbH;+496252957000;shortages@infectopharm.com;Probleme in der Herstellung;N/A;Tardocillin 1200 - Einreichungsnummer: 0070615;24.11.2025;Nein;Injektionssuspension;verskri (auch versrel)
01005181;0070615;LE2026001560;LE2025004146;Änderungsmeldung;24.11.2025;31.10.2026;24.04.2026;Produktionsproblem;Tardocillin 1200;J01CE08;Benzylpenicillin-Benzathin-Tetrahydrat (Ph.Eur.) ((mit Angaben zum Dispergier- oder Suspendiermittel));ja;INFECTOPHARM Arzneimittel und Consilium GmbH;+496252957000;shortages@infectopharm.com;Probleme in der Herstellung;N/A;Tardocillin 1200 - Einreichungsnummer: 0070615;24.11.2025;Nein;Injektionssuspension;verskri (auch versrel)
14300993;2198647;LE2026001559;LE2026001522;Änderungsmeldung;16.03.2026;30.06.2026;24.04.2026;Produktionsproblem;Brimonidin Stulln sine 2 mg/ml Augentropfen, Lösung im Einzeldosisbehältnis;S01EA05;Brimonidintartrat;ja;Pharma Stulln GmbH;N/A;torsten.cornelius@pharmastulln.de;Probleme in der Herstellung;N/A;N/A;22.04.2026;Nein;Augentropfen, Lösung im Einzeldosisbehältnis;versrel
09726566;2175039;LE2026001557;LE2026001229;Änderungsmeldung;30.03.2026;29.05.2026;23.04.2026;Sonstige;Zolmitriptan Glenmark 2,5 mg Schmelztabletten;N02CC03;Zolmitriptan;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme beim Sonstigen Hersteller;N/A;N/A;30.03.2026;Nein;Schmelztablette;weder versrel noch verskri
09726572;2175039;LE2026001557;LE2026001229;Änderungsmeldung;30.03.2026;29.05.2026;23.04.2026;Sonstige;Zolmitriptan Glenmark 2,5 mg Schmelztabletten;N02CC03;Zolmitriptan;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme beim Sonstigen Hersteller;N/A;N/A;30.03.2026;Nein;Schmelztablette;weder versrel noch verskri
08453698;2175040;LE2026001556;LE2026001230;Änderungsmeldung;30.03.2026;29.05.2026;23.04.2026;Sonstige;Zolmitriptan Glenmark 5 mg Schmelztabletten;N02CC03;Zolmitriptan;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme beim Sonstigen Hersteller;N/A;N/A;30.03.2026;Nein;Schmelztablette;weder versrel noch verskri
09726589;2175040;LE2026001556;LE2026001230;Änderungsmeldung;30.03.2026;29.05.2026;23.04.2026;Sonstige;Zolmitriptan Glenmark 5 mg Schmelztabletten;N02CC03;Zolmitriptan;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme beim Sonstigen Hersteller;N/A;N/A;30.03.2026;Nein;Schmelztablette;weder versrel noch verskri
11127726;2195136;LE2026001555;LE2025003857;Änderungsmeldung;30.10.2025;03.07.2026;23.04.2026;Produktionsproblem;Zonisamid Glenmark 100 mg Hartkapseln;N03AX15;Zonisamid;nein;Glenmark Arzneimittel GmbH;N/A;Service.De@glenmarkpharma.com;Probleme bei der Endfreigabe;N/A;N/A;03.11.2025;Nein;Hartkapsel;weder versrel noch verskri
13589595;2197380;LE2026001554;LE2026001003;Änderungsmeldung;25.02.2026;31.07.2026;23.04.2026;Sonstige;Gabapentin Glenmark 800 mg Filmtabletten;N02BF01;Gabapentin;nein;Glenmark Arzneimittel GmbH;N/A;service.de@glenmarkpharma.com;Erhöhte Nachfrage;N/A;N/A;16.03.2026;Nein;Filmtablette;versrel
13589603;2197380;LE2026001554;LE2026001003;Änderungsmeldung;25.02.2026;31.07.2026;23.04.2026;Sonstige;Gabapentin Glenmark 800 mg Filmtabletten;N02BF01;Gabapentin;nein;Glenmark Arzneimittel GmbH;N/A;service.de@glenmarkpharma.com;Erhöhte Nachfrage;N/A;N/A;16.03.2026;Nein;Filmtablette;versrel
